opeid,stateabv,state,county,city,name,address,zipcode,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,region,lat,lng,population,density,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
1124,CA,California,Santa Cruz,Aptos,CABRILLO COLLEGE                                                 ,6500 SOQUEL DRIVE                                 ,95003,5,1,2016,51,287,17.7,A,5,9,36.9912,-121.8934,5775,338,47.9,48,52,51.7,2.93,84559,46.6,80.4,745632,2025,59.9,67.8,4,88.9,1.6,4.9,0.7,0,0.9,3
1125,CA,California,Riverside,Riverside,CALIFORNIA BAPTIST UNIVERSITY                                    ,8432 MAGNOLIA AVENUE                              ,92504,8,2,2016,122,2656,4.5,A,5,9,33.9381,-117.3948,2084749,1557,31.3,49.5,50.5,41.8,3.93,62460,26.2,54.2,318031,1556,22.5,63.5,9.5,61.9,6,7.2,0.8,0.3,18.9,4.8
1127,CA,California,San Francisco,San Francisco,CALIFORNIA COLLEGE OF THE ARTS                                   ,1111 EIGHTH STREET                                ,94107,8,2,2016,12,409,2.9,A,5,9,37.7562,-122.443,3603761,7286,38.3,51,49,39.8,3.15,96265,48.8,37.3,927729,2435,55.8,70.4,5.4,47.2,5.3,34.2,0.4,0.4,7.5,5.1
1131,CA,California,Los Angeles,Pasadena,CALIFORNIA INSTITUTE OF TECHNOLOGY                               ,1200 EAST CALIFORNIA BOULEVARD                    ,91125,8,2,2016,0,40,0,A,5,9,34.1597,-118.139,142647,2398,37.9,48.3,51.7,43.5,3.31,76264,38.3,43.6,689816,2256,51.1,66.4,5.8,53.9,10.2,16.3,0.3,0.2,15.1,4
1132,CA,California,Los Angeles,Valencia,CALIFORNIA INSTITUTE OF THE ARTS                                 ,24700 MCBEAN PARKWAY                              ,91355,8,2,2016,16,320,5,A,5,9,34.42466,-118.58923,31455,812.1,40.7,50,50,50.6,3.09,92707,46.3,58.8,528734,1933,45.6,65.2,5.2,71.6,3.5,12,0.2,0.1,5.6,7
1133,CA,California,Ventura,Thousand Oaks,CALIFORNIA LUTHERAN UNIVERSITY                                   ,60 WEST OLSEN ROAD                                ,91360,8,2,2016,31,1027,3,P,5,9,34.1914,-118.8755,218729,901,43.5,49.1,50.9,54.5,3.24,103793,52.1,70.1,663119,2366,50.1,65.4,6.6,81.4,1.2,9.6,0.3,0.1,3.3,4.2
1134,CA,California,Solano,Vallejo,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY                     ,200 MARITIME ACADEMY DRIVE                        ,94590,8,1,2016,13,215,6,A,5,9,38.1133,-122.2359,173844,1536,37.8,48.5,51.5,41,3.42,62272,27.7,55.4,293646,1535,25.5,62.7,10.7,38.7,21.1,23.6,0.4,1,7.9,7.2
1137,CA,California,Orange,Fullerton,"CALIFORNIA STATE UNIVERSITY, FULLERTON                           ",800 NORTH STATE COLLEGE BOULEVARD                 ,92831,8,1,2016,159,6100,2.6,A,5,9,33.8841,-117.9279,140392,2416,35,49.6,50.4,46.1,3.48,71660,34.4,51.6,588112,2025,40.6,65.3,7.5,55.3,2.8,24.6,0.3,0.4,11.8,4.7
1138,CA,California,Alameda,Hayward,"CALIFORNIA STATE UNIVERSITY, EAST BAY                            ",25800 CARLOS BEE BOULEVARD                        ,94542,8,1,2016,166,3049,5.4,A,5,9,37.6328,-122.0772,160500,1360,34.9,49.2,50.8,45.4,3.7,74927,35.7,51.6,456923,1955,26.8,67.3,6.3,39.9,10.2,26,0.7,2.3,14.5,6.5
1139,CA,California,Los Angeles,Long Beach,"CALIFORNIA STATE UNIVERSITY, LONG BEACH                          ",1250 BELLFLOWER BOULEVARD                         ,90840,8,1,2016,162,6805,2.3,A,5,9,33.798,-118.1675,469450,3575,34.3,49.3,50.7,38.7,3.61,58314,26.6,40,476281,1834,29.9,65.9,8.2,52.5,12.9,13.2,1.2,0.9,14.6,4.7
1140,CA,California,Los Angeles,Los Angeles,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES                         ",5151 STATE UNIVERSITY DRIVE                       ,90032,8,1,2016,169,3906,4.3,A,3,9,34.1139,-118.4068,12815475,3295,35.2,49.5,50.5,38.6,3.63,54501,27,36.8,549600,2085,33.1,66.3,8.1,52.2,8.9,11.7,0.7,0.2,22.9,3.5
1141,CA,California,Los Angeles,Carson,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS                     ",1000 EAST VICTORIA STREET                         ,90747,8,1,2016,168,2935,5.7,A,3,9,33.8374,-118.2559,92735,1912,38.5,48.5,51.5,43.2,4.06,75517,35.1,74.5,395571,1670,25.6,63.5,9.1,28.8,23.2,26.8,0.8,2.1,13,5.4
1142,CA,California,San Bernardino,San Bernardino,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO                      ",5500 UNIVERSITY PARKWAY                           ,92407,8,1,2016,209,3629,5.7,A,3,9,34.1417,-117.2945,216995,1350,29.4,49.1,50.9,36,4.02,41027,12.8,46.8,199643,1123,11.4,57.3,12.8,57.4,14.1,4.5,0.7,0.2,18.5,4.6
1143,CA,California,San Luis Obispo,San Luis Obispo,CALIFORNIA POLYTECHNIC STATE UNIVERSITY                          ,ONE GRAND AVENUE                                  ,93407,8,1,2016,26,2716,0.9,A,5,9,35.267,-120.6689,62398,1397,26.5,51.4,48.6,30,2.93,49640,25.3,38.3,578263,1523,49.1,60.9,4.5,84.7,2.2,5.6,0.5,0,3.5,3.6
1144,CA,California,Los Angeles,Pomona,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA                  ",3801 WEST TEMPLE AVENUE                           ,91768,8,1,2016,112,3810,2.9,A,5,9,34.0585,-117.7626,152939,2571,31.5,49.7,50.3,40.4,4.21,53281,20.6,52.6,343070,1558,17.7,63.2,9.7,55.1,6.3,9.7,1.9,0.2,22.7,4.1
1146,CA,California,Butte,Chico,"CALIFORNIA STATE UNIVERSITY, CHICO                               ",400 WEST FIRST STREET                             ,95929,8,1,2016,170,3287,5.1,A,5,9,39.7575,-121.8152,106268,1076,29.9,49.1,50.9,34.7,3.12,45337,19.6,44.4,285033,1250,36.9,63.7,8.2,82.3,2,4.7,0.7,0.2,4.8,5.3
1147,CA,California,Fresno,Fresno,"CALIFORNIA STATE UNIVERSITY, FRESNO                              ",5150 NORTH MAPLE AVENUE            MS JA64        ,93740,8,1,2016,200,3983,5,P,3,9,36.7831,-119.7941,698021,1781,30.5,49,51,40.2,3.69,44853,17.8,46.9,203780,1199,20.9,61.5,11.1,56.6,7.8,13.6,1.1,0.1,16.4,4.3
1149,CA,California,Humboldt,Arcata,HUMBOLDT STATE UNIVERSITY                                        ,1 HARPST STREET                                   ,95521,8,1,2016,157,2119,7.4,A,5,9,40.8615,-124.0757,33806,741,25.4,47.4,52.6,22.9,2.8,30866,13.2,37.3,335361,807,50.4,60.8,14.2,79.4,2.6,2.1,2,0.2,6.4,7.3
1150,CA,California,Sacramento,Sacramento,CALIFORNIA STATE UNIVERSITY - SACRAMENTO                         ,6000 J STREET                                     ,95819,8,1,2016,263,5590,4.7,A,5,9,38.5667,-121.4683,1854698,1980,34.3,48.8,51.2,40.5,3.43,54615,24,47.3,286886,1349,31.5,63.3,9.3,48.5,13.4,18.7,0.7,1.6,10.3,6.8
1151,CA,California,San Diego,San Diego,SAN DIEGO STATE UNIVERSITY                                       ,5500 CAMPANILE DRIVE                              ,92182,8,1,2016,155,5255,2.9,P,5,9,32.8312,-117.1225,3210314,1683,34.3,50.3,49.7,43.8,3.4,71535,35.3,46.8,523012,1925,44.4,67.6,7,64.7,6.4,16.8,0.4,0.4,6.2,5.1
1154,CA,California,San Francisco,San Francisco,SAN FRANCISCO STATE UNIVERSITY                                   ,1600 HOLLOWAY AVENUE                              ,94132,8,1,2016,289,5406,5.3,A,5,9,37.7562,-122.443,3603761,7286,38.3,51,49,39.8,3.15,96265,48.8,37.3,927729,2435,55.8,70.4,5.4,47.2,5.3,34.2,0.4,0.4,7.5,5.1
1155,CA,California,Santa Clara,San Jose,SAN JOSE STATE UNIVERSITY                                        ,ONE WASHINGTON SQUARE                             ,95192,8,1,2016,183,5093,3.5,A,5,9,37.3021,-121.8489,1821899,2257,36.4,50.5,49.5,50.7,3.62,96662,48.6,57.5,711511,2338,41.3,67.9,6.4,40.7,3,34.8,0.6,0.4,15.5,5.1
1156,CA,California,Sonoma,Rohnert Park,SONOMA STATE UNIVERSITY                                          ,1801 EAST COTATI AVENUE                           ,94928,8,1,2016,62,1728,3.5,A,5,9,38.348,-122.6964,42838,2361,33.6,47,53,40.3,3.13,62769,24.6,51.6,360570,1590,26.2,68,4.7,72.4,1.9,5.7,0.5,0.1,13.1,6.3
1157,CA,California,Stanislaus,Turlock,"CALIFORNIA STATE UNIVERSITY, STANISLAUS                          ",ONE UNIVERSITY CIRCLE                             ,95382,8,1,2016,81,1815,4.4,A,3,9,37.5053,-120.8587,107208,1678,34.4,47.9,52.1,47.2,3.43,53661,23.6,52.3,264305,1295,23.7,62.3,10.1,79.3,2.1,5.6,0.6,0.2,7.9,4.2
1161,CA,California,Los Angeles,Norwalk,CERRITOS COMMUNITY COLLEGE                                       ,11110 ALONDRA BOULEVARD                           ,90650,5,1,2016,64,570,11.2,A,3,9,33.9069,-118.0829,106084,4218,34.9,49.7,50.3,45.2,4.18,63669,26,63,375358,1658,16.9,61.8,6.8,48.7,4,13.6,0.7,0.2,30,2.9
1162,CA,California,Alameda,Hayward,CHABOT COLLEGE                                                   ,25555 HESPERIAN BOULEVARD                         ,94545,5,1,2016,29,200,14.5,A,5,9,37.6328,-122.0772,160500,1360,34.9,49.2,50.8,45.4,3.7,74927,35.7,51.6,456923,1955,26.8,67.3,6.3,39.9,10.2,26,0.7,2.3,14.5,6.5
1163,CA,California,San Bernardino,Rancho Cucamonga,CHAFFEY COMMUNITY COLLEGE                                        ,5885 HAVEN AVENUE                                 ,91737,5,1,2016,16,158,10.1,B,3,9,34.1248,-117.5666,177452,1707,35.5,49.9,50.1,49.4,3.56,83736,40,61.3,440609,2020,33.9,66.4,7.3,62.4,9.3,13.1,0.7,0.3,9.2,5
1164,CA,California,Orange,Orange,CHAPMAN UNIVERSITY                                               ,ONE UNIVERSITY DRIVE                              ,92866,8,2,2016,30,1633,1.8,A,5,9,33.8038,-117.8218,140560,2114,35.2,49.8,50.2,46.3,3.52,83500,40.6,57,604206,2087,34.3,65.4,5.7,70.4,1.5,11.6,0.5,0.1,12.7,3.2
1165,CA,California,Alameda,Berkeley,CHURCH DIVINITY SCHOOL OF THE PACIFIC                            ,2451 RIDGE ROAD                                   ,94709,8,2,2016,0,48,0,B,5,9,37.8723,-122.276,122324,4509,31,48.5,51.5,32.4,2.88,75709,41.3,42.9,861440,2218,72.3,62.4,6.8,60.2,8.6,19.7,0.5,0.5,3.6,7.1
1166,CA,California,Los Angeles,Glendora,CITRUS COLLEGE                                                   ,1000 WEST FOOTHILL BOULEVARD                      ,91741,5,1,2016,28,278,10,A,3,9,34.1449,-117.8467,52445,1037,41.4,49.1,50.9,50.5,3.4,86442,43.4,70.6,517004,1948,36.1,63.7,8.5,69.7,2.3,10.9,0.5,0.2,10.2,6.3
1169,CA,California,Los Angeles,Claremont,CLAREMONT GRADUATE UNIVERSITY                                    ,170 EAST 10TH STREET                              ,91711,8,2,2016,12,393,3,A,5,9,34.1259,-117.7153,36015,1041,39.5,47.8,52.2,46,3.25,96923,49.1,65.9,605910,2116,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0,8.7,6
1170,CA,California,Los Angeles,Claremont,CLAREMONT MCKENNA COLLEGE                                        ,500 EAST NINTH STREET                             ,91711,8,2,2016,1,50,2,A,5,9,34.1259,-117.7153,36015,1041,39.5,47.8,52.2,46,3.25,96923,49.1,65.9,605910,2116,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0,8.7,6
1171,CA,California,Los Angeles,Claremont,HARVEY MUDD COLLEGE                                              ,301 PLATT BOULEVARD                               ,91711,6,2,2016,0,150,0,A,5,9,34.1259,-117.7153,36015,1041,39.5,47.8,52.2,46,3.25,96923,49.1,65.9,605910,2116,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0,8.7,6
1172,CA,California,Los Angeles,Claremont,PITZER COLLEGE                                                   ,1050 NORTH MILLS AVENUE                           ,91711,6,2,2016,8,123,6.5,A,5,9,34.1259,-117.7153,36015,1041,39.5,47.8,52.2,46,3.25,96923,49.1,65.9,605910,2116,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0,8.7,6
1173,CA,California,Los Angeles,Claremont,POMONA COLLEGE                                                   ,550 NORTH COLLEGE AVENUE                          ,91711,6,2,2016,0,60,0,A,5,9,34.1259,-117.7153,36015,1041,39.5,47.8,52.2,46,3.25,96923,49.1,65.9,605910,2116,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0,8.7,6
1174,CA,California,Los Angeles,Claremont,SCRIPPS COLLEGE                                                  ,1030 COLUMBIA AVENUE                              ,91711,6,2,2016,0,103,0,A,5,9,34.1259,-117.7153,36015,1041,39.5,47.8,52.2,46,3.25,96923,49.1,65.9,605910,2116,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0,8.7,6
1176,CA,California,Fresno,Coalinga,WEST HILLS COMMUNITY COLLEGE                                     ,300 CHERRY LANE                                   ,93210,5,1,2016,36,130,27.6,P,3,9,36.1432,-120.3266,15915,970,32.3,60.1,39.9,33.7,3.58,54605,26.4,54.5,145584,1157,11.6,46.7,11.1,61.3,4.2,2.3,1.1,0.4,24.1,6.5
1177,CA,California,Santa Clara,San Jose,COGSWELL POLYTECHNICAL COLLEGE                                   ,191 BAYPOINTE PARKWAY                             ,95134,8,3,2016,11,143,7.6,A,5,9,37.3021,-121.8489,1821899,2257,36.4,50.5,49.5,50.7,3.62,96662,48.6,57.5,711511,2338,41.3,67.9,6.4,40.7,3,34.8,0.6,0.4,15.5,5.1
1178,CA,California,Marin,Kentfield,COLLEGE OF MARIN                                                 ,835 COLLEGE AVENUE                                ,94904,5,1,2016,54,254,21.2,A,5,9,37.9481,-122.5498,6927,884,47.3,47.8,52.2,62.2,3.09,192344,68.7,79,1687600,4001,81.3,62.6,4,94.7,1,2.4,0,0,0.7,1.3
1179,CA,California,San Mateo,Belmont,NOTRE DAME DE NAMUR UNIVERSITY                                   ,1500 RALSTON AVENUE                               ,94002,8,2,2016,40,680,5.8,A,5,9,37.5154,-122.2955,27140,2261,39.6,49,51,59.7,3.18,125958,60,60,1181886,2947,61.5,67.4,4.8,62.8,1.3,27.2,0.2,0.4,2.5,5.7
1181,CA,California,San Mateo,San Mateo,COLLEGE OF SAN MATEO                                             ,1700 WEST HILLSDALE BOULEVARD                     ,94402,5,1,2016,5,63,7.9,A,5,9,37.5522,-122.3122,104748,3322,38.7,49.4,50.6,50.7,3.24,103399,51.8,54.9,920760,2440,50.8,70.6,4.1,57.8,2.2,22.2,0.3,2.1,9.5,5.9
1182,CA,California,Riverside,Palm Desert,COLLEGE OF THE DESERT                                            ,43-500 MONTEREY AVENUE                            ,92260,5,1,2016,17,83,20.4,A,3,9,33.7378,-116.3695,52932,762,52.4,47,53,51.6,2.82,56262,26,61.2,325566,1324,35.9,53.4,5.2,82.7,1.7,4.6,0.3,0.1,6,4.5
1183,CA,California,Alameda,Oakland,HOLY NAMES UNIVERSITY                                            ,3500 MOUNTAIN BOULEVARD                           ,94619,8,2,2016,34,465,7.3,P,5,9,37.7903,-122.2165,425195,2937,36.4,48.8,51.2,37.9,3.33,63251,32.2,39.8,562908,2021,40.6,67.9,8,36.7,24.3,15.9,0.9,0.6,14.7,7
1185,CA,California,Humboldt,Eureka,COLLEGE OF THE REDWOODS                                          ,7351 TOMPKINS HILL ROAD                           ,95501,5,1,2016,42,223,18.8,A,5,9,40.7941,-124.1568,45010,1118,37.5,51.2,48.8,36.6,3.03,39720,10.1,45.2,249304,1141,25.8,59.9,9,75.4,2.3,7.1,3.4,0,4.8,7
1186,CA,California,Tulare,Visalia,COLLEGE OF THE SEQUOIAS                                          ,915 SOUTH MOONEY BOULEVARD                        ,93277,5,1,2016,37,160,23.1,A,3,9,36.3276,-119.3269,234573,1355,31.9,48.1,51.9,48.1,3.55,54934,23.5,59.8,207450,1245,22.7,60.3,6.8,78.3,2,5.7,1.2,0.1,8.1,4.6
1187,CA,California,Siskiyou,Weed,COLLEGE OF THE SISKIYOUS                                         ,800 COLLEGE AVENUE                                ,96094,5,1,2016,52,270,19.2,A,5,9,41.4128,-122.3816,2716,219,37.7,49.7,50.3,29.2,2.97,32772,11.2,47.6,126327,733,17.4,54.5,10.1,73.8,8.8,1.7,2.9,0.1,4.5,8.2
1190,CA,California,Contra Costa,San Pablo,CONTRA COSTA COLLEGE                                             ,2600 MISSION BELL DRIVE                           ,94806,5,1,2016,16,109,14.6,A,5,9,37.9628,-122.3425,31156,4574,33.7,50.1,49.9,40.9,3.85,47459,15.9,38.1,269368,1227,12.8,64.5,8.2,51.1,12.8,14.9,0.6,0.2,16.1,4.2
1191,CA,California,Contra Costa,Pleasant Hill,DIABLO VALLEY COLLEGE                                            ,321 GOLF CLUB ROAD                                ,94523,5,1,2016,17,204,8.3,A,5,9,37.954,-122.0759,34987,1909,39.3,47.9,52.1,49.4,3.06,101530,50.9,60.9,632874,2159,53.6,66.8,5.1,75.4,1.9,13.2,0.2,0.5,2.8,6.1
1192,CA,California,San Luis Obispo,San Luis Obispo,CUESTA COLLEGE                                                   ,HIGHWAY 1                                         ,93403,5,1,2016,24,364,6.5,A,5,9,35.267,-120.6689,62398,1397,26.5,51.4,48.6,30,2.93,49640,25.3,38.3,578263,1523,49.1,60.9,4.5,84.7,2.2,5.6,0.5,0,3.5,3.6
1193,CA,California,Orange,Cypress,CYPRESS COLLEGE                                                  ,9200 VALLEY VIEW STREET                           ,90630,6,1,2016,32,284,11.2,A,5,9,33.8171,-118.0386,49064,2864,41.7,48.5,51.5,53.9,3.45,90345,44.7,67.2,576366,2000,40.9,63.5,4.5,55.1,4,32.7,0.6,0.4,3,4.2
1196,CA,California,Marin,San Rafael,DOMINICAN UNIVERSITY OF CALIFORNIA                               ,50 ACACIA AVENUE                                  ,94901,8,2,2016,21,521,4,A,5,9,37.9904,-122.5222,59070,1376,41.3,50.1,49.9,45.6,3.12,85931,45.3,52.3,814759,2483,49.6,66.1,5.8,65.9,2.7,6.3,0.4,0.2,19.3,5.3
1197,CA,California,Los Angeles,Torrance,EL CAMINO COLLEGE                                                ,16007 CRENSHAW BOULEVARD                          ,90506,5,1,2016,5,123,4,P,3,9,33.8346,-118.3417,146758,2767,41.7,49,51,53.6,3.22,85070,42.5,54.9,687208,2063,48.9,63.9,5.5,49.4,2.5,35.4,0.5,0.5,5,6.7
1199,CA,California,Santa Clara,Los Altos Hills,FOOTHILL COLLEGE                                                 ,12345 EL MONTE ROAD                               ,94022,6,1,2016,60,401,14.9,A,5,9,37.3672,-122.139,8580,370,51.4,49.7,50.3,70,3.03,248218,79,90.5,2000001,3472,83.5,54.5,3.3,66.7,0.8,28.9,0,0.2,0.4,3
1200,CA,California,Los Angeles,Pasadena,FULLER THEOLOGICAL SEMINARY                                      ,135 NORTH OAKLAND AVENUE                          ,91182,8,2,2016,11,444,2.4,A,5,9,34.1597,-118.139,142647,2398,37.9,48.3,51.7,43.5,3.31,76264,38.3,43.6,689816,2256,51.1,66.4,5.8,53.9,10.2,16.3,0.3,0.2,15.1,4
1201,CA,California,Orange,Fullerton,FULLERTON COLLEGE                                                ,321 EAST CHAPMAN AVENUE                           ,92832,5,1,2016,73,520,14,A,3,9,33.8841,-117.9279,140392,2416,35,49.6,50.4,46.1,3.48,71660,34.4,51.6,588112,2025,40.6,65.3,7.5,55.3,2.8,24.6,0.3,0.4,11.8,4.7
1202,CA,California,Santa Clara,Gilroy,GAVILAN COLLEGE                                                  ,5055 SANTA TERESA BOULEVARD                       ,95020,5,1,2016,8,69,11.5,A,3,9,37.0047,-121.5856,116235,1351,34.1,48.8,51.2,47.5,3.68,86742,43.1,58,581866,2334,25.7,70.6,6.1,73.4,1.8,6.8,0.9,0,12.6,4.6
1203,CA,California,Los Angeles,Glendale,GLENDALE COMMUNITY COLLEGE                                       ,1500 NORTH VERDUGO ROAD                           ,91208,5,1,2016,11,293,3.7,A,5,9,34.1818,-118.2468,203054,2572,41.2,47.5,52.5,49.8,3.32,58657,30,33.8,675501,2276,39.6,62.3,8.1,72.7,1.7,15.9,0.2,0.1,5.8,3.6
1205,CA,California,San Francisco,San Francisco,GOLDEN GATE UNIVERSITY                                           ,536 MISSION STREET                                ,94105,8,2,2016,29,679,4.2,A,5,9,37.7562,-122.443,3603761,7286,38.3,51,49,39.8,3.15,96265,48.8,37.3,927729,2435,55.8,70.4,5.4,47.2,5.3,34.2,0.4,0.4,7.5,5.1
1206,CA,California,Orange,Huntington Beach,GOLDEN WEST COLLEGE                                              ,15744 GOLDEN WEST STREET                          ,92647,5,1,2016,21,225,9.3,A,5,9,33.696,-118.0025,201874,2886,41.9,50,50,48.8,3.12,88079,43.3,58.3,687646,1988,42.3,66.7,4.7,74.6,1.4,11.9,0.5,0.4,6.4,4.9
1207,CA,California,Alameda,Berkeley,GRADUATE THEOLOGICAL UNION                                       ,2400 RIDGE ROAD                                   ,94709,8,2,2016,2,40,5,A,5,9,37.8723,-122.276,122324,4509,31,48.5,51.5,32.4,2.88,75709,41.3,42.9,861440,2218,72.3,62.4,6.8,60.2,8.6,19.7,0.5,0.5,3.6,7.1
1208,CA,California,San Diego,El Cajon,GROSSMONT COLLEGE                                                ,8800 GROSSMONT COLLEGE DRIVE                      ,92020,5,1,2016,44,305,14.4,A,5,9,32.8017,-116.9604,103894,2769,33.8,50.7,49.3,44.3,3.62,49445,20,38.2,389263,1565,19.1,63.2,10.6,72.8,5.7,3.4,0.5,0.8,9.9,6.9
1209,CA,California,Monterey,Salinas,HARTNELL COMMUNITY COLLEGE                                       ,411 CENTRAL AVENUE                                ,93901,5,1,2016,16,85,18.8,B,3,9,36.6884,-121.6317,193590,2597,30.2,50.1,49.9,43.4,4.23,54864,20.9,44.5,339179,1568,12.9,63.6,6.2,56.2,1.4,6,0.6,0.1,32.7,3
1212,CA,California,San Joaquin,Stockton,HUMPHREYS UNIVERSITY                                             ,6650 INGLEWOOD AVENUE                             ,95207,8,2,2016,29,343,8.4,A,5,9,37.9766,-121.3111,394467,1943,32.3,48.9,51.1,42.3,3.76,48396,19.9,47.8,218510,1310,17.4,59.2,11.9,43.9,11.5,21.7,0.6,0.8,11.8,9.7
1215,CA,California,Riverside,Riverside,LA SIERRA UNIVERSITY                                             ,4500 RIVERWALK PARKWAY                            ,92515,8,2,2016,37,740,5,A,5,9,33.9381,-117.3948,2084749,1557,31.3,49.5,50.5,41.8,3.93,62460,26.2,54.2,318031,1556,22.5,63.5,9.5,61.9,6,7.2,0.8,0.3,18.9,4.8
1216,CA,California,Los Angeles,La Verne,UNIVERSITY OF LA VERNE                                           ,1950 3RD STREET                                   ,91750,8,2,2016,95,2345,4,A,3,9,34.1208,-117.7702,32461,1484,43.3,48.1,51.9,51,3.34,82829,41.7,74.2,502777,1672,37.7,61.1,7.3,74.7,4.2,7.4,0.8,0.1,7.2,5.6
1217,CA,California,Lassen,Susanville,LASSEN COLLEGE                                                   ,478-200 HIGHWAY 139                               ,96130,5,1,2016,13,60,21.6,A,5,9,40.4205,-120.6129,8783,744,31.4,76,24,30.3,3.22,51105,18.2,47,168453,1103,7.7,23.2,7.4,75.1,13.8,2.3,2.6,1.4,2.9,2.1
1218,CA,California,San Bernardino,Loma Linda,LOMA LINDA UNIVERSITY                                            ,11139 ANDERSON STREET                             ,92350,8,2,2016,12,1260,0.9,P,5,9,34.0451,-117.2498,24196,1220,34.8,47,53,44.3,3.31,52310,21.2,35.6,327380,1165,47.9,57,6.1,54.5,12.5,25.8,0.3,0.7,3,3.3
1219,CA,California,Los Angeles,Long Beach,LONG BEACH CITY COLLEGE                                          ,4901 EAST CARSON STREET                           ,90808,5,1,2016,113,645,17.5,A,3,9,33.798,-118.1675,469450,3575,34.3,49.3,50.7,38.7,3.61,58314,26.6,40,476281,1834,29.9,65.9,8.2,52.5,12.9,13.2,1.2,0.9,14.6,4.7
