City,State,County,CityLatitude,CityLongitude,zips
Chico,Washington,Kitsap,47.6234,-122.7198,98312 98383
Enetai,Washington,Kitsap,47.5885,-122.6058,98310
Hunts Point,Washington,King,47.641999999999996,-122.229,98004
Clinton,Washington,Island,47.9731,-122.3577,98236
Hat Island,Washington,Snohomish,48.013000000000005,-122.3201,98201
Marietta-Alderwood,Washington,Whatcom,48.7932,-122.5566,98225 98226
Waitsburg,Washington,Walla Walla,46.2696,-118.15100000000001,99361
Sunnyslope,Washington,Chelan,47.4913,-120.3493,98801
South Cle Elum,Washington,Kittitas,47.1862,-120.9525,98943 98922
Selah,Washington,Yakima,46.6482,-120.5389,98942
Lind,Washington,Adams,46.9704,-118.6165,99341
Five Corners,Washington,Clark,45.6883,-122.5738,98662
Winthrop,Washington,Okanogan,48.4716,-120.179,98862
Normandy Park,Washington,King,47.4344,-122.3436,98166
Home,Washington,Pierce,47.278999999999996,-122.7744,98349
Graham,Washington,Pierce,47.0407,-122.2757,98338
Yacolt,Washington,Clark,45.865,-122.4059,98675
Packwood,Washington,Lewis,46.6085,-121.6702,98361
Queets,Washington,Grays Harbor,47.5314,-124.3385,98331
Finley,Washington,Benton,46.1697,-119.0446,99337
Northport,Washington,Stevens,48.9159,-117.7796,99157
Medina,Washington,King,47.6256,-122.2338,98039
Browns Point,Washington,Pierce,47.3036,-122.4369,98422
Summit,Washington,Pierce,47.1694,-122.3628,98371 98373 98446
Albion,Washington,Whitman,46.7916,-117.2511,99163 99102
Sudden Valley,Washington,Whatcom,48.7199,-122.3468,98229
Bunk Foss,Washington,Snohomish,47.9618,-122.0943,98290 98205
Gleed,Washington,Yakima,46.6594,-120.6025,98937 98908
Maryhill,Washington,Klickitat,45.6928,-120.807,98620
Oyehut,Washington,Grays Harbor,47.0233,-124.1632,98550
Alder,Washington,Pierce,46.7872,-122.2667,98328
Ridgefield,Washington,Clark,45.8116,-122.7052,98642
Bryant,Washington,Snohomish,48.24,-122.1638,98223
Nisqually Indian Community,Washington,Thurston,47.0178,-122.6728,98513
Porter,Washington,Grays Harbor,46.9489,-123.2736,98541
Kettle Falls,Washington,Stevens,48.6055,-118.06200000000001,99141
Chelan,Washington,Chelan,47.8417,-120.027,98816
Edison,Washington,Skagit,48.5602,-122.431,98232
Neilton,Washington,Grays Harbor,47.4031,-123.8782,98552 98575 98566
Fox Island,Washington,Pierce,47.2475,-122.6255,98333
Renton,Washington,King,47.4758,-122.1905,98059 98058 98057 98056 98055
Baring,Washington,King,47.7661,-121.4803,98224
Hobart,Washington,King,47.412,-121.99600000000001,98038 98025
Wallula,Washington,Walla Walla,46.0847,-118.9056,99363
Touchet,Washington,Walla Walla,46.0412,-118.6724,99360
Leavenworth,Washington,Chelan,47.5948,-120.6633,98826
Fobes Hill,Washington,Snohomish,47.9391,-122.1341,98290
Harrington,Washington,Lincoln,47.4802,-118.2552,99134
Port Orchard,Washington,Kitsap,47.5164,-122.661,98366 98367
Alderwood Manor,Washington,Snohomish,47.8147,-122.2676,98036
Kennewick,Washington,Benton,46.1979,-119.1732,99337 99336 99338
Ahtanum,Washington,Yakima,46.5583,-120.6109,98903 98908 98909
Wilderness Rim,Washington,King,47.4463,-121.7691,98045
Machias,Washington,Snohomish,47.9917,-122.0515,98258 98290
Bingen,Washington,Klickitat,45.7139,-121.4704,98605
Four Lakes,Washington,Spokane,47.5582,-117.5891,99004 99014
Springdale,Washington,Stevens,48.0572,-117.7466,99173
Washtucna,Washington,Adams,46.7538,-118.3106,99371
Covington,Washington,King,47.3668,-122.1044,98042
Allyn,Washington,Mason,47.3863,-122.8386,98524
North Sultan,Washington,Snohomish,47.8827,-121.8251,98294
Union Gap,Washington,Yakima,46.5567,-120.4977,98903
Shelton,Washington,Mason,47.2188,-123.1127,98584
Chinook,Washington,Pacific,46.2755,-123.9425,98624 98614
Blaine,Washington,Whatcom,48.9839,-122.7414,98230 98231
Port Hadlock-Irondale,Washington,Jefferson,48.0316,-122.789,98325 98368 98339
Burley,Washington,Kitsap,47.4166,-122.6377,98359 98367 98322
Mount Vernon,Washington,Skagit,48.4202,-122.3116,98274 98273
Electric City,Washington,Grant,47.922,-119.0475,99123 99133
Ronald,Washington,Kittitas,47.2338,-121.0335,98940
Nespelem Community,Washington,Okanogan,48.1715,-119.0244,99155
Amanda Park,Washington,Grays Harbor,47.4532,-123.9194,98526
Clarkston Heights-Vineland,Washington,Asotin,46.3876,-117.0831,99403
Boulevard Park,Washington,King,47.5135,-122.3159,98108 98168
Big Lake,Washington,Skagit,48.3933,-122.2422,98274
Boyds,Washington,Ferry,48.7245,-118.1321,99141
Parkwood,Washington,Kitsap,47.5266,-122.5986,98366
Deer Park,Washington,Spokane,47.9642,-117.4397,99006
Humptulips,Washington,Grays Harbor,47.2491,-123.9348,98552
SeaTac,Washington,King,47.4445,-122.2986,98158 98148 98198 98168 98188 98131
Maple Valley,Washington,King,47.3659,-122.0368,98038
Millwood,Washington,Spokane,47.6856,-117.2806,99206 99212
Point Roberts,Washington,Whatcom,48.9883,-123.0576,98281
Dixie,Washington,Walla Walla,46.1392,-118.148,99329 99361
East Port Orchard,Washington,Kitsap,47.5193,-122.6183,98366
Morton,Washington,Lewis,46.5575,-122.2815,98356
Alger,Washington,Skagit,48.6176,-122.3369,98229 98233 98232 98284
Kahlotus,Washington,Franklin,46.6437,-118.5556,99335
Fife Heights,Washington,Pierce,47.2593,-122.3457,98422 98424
Cherry Grove,Washington,Clark,45.8021,-122.5764,98604
Clearview,Washington,Snohomish,47.8292,-122.1452,98296 98012 98072
Greenwater,Washington,Pierce,47.1465,-121.632,98022
Picnic Point,Washington,Snohomish,47.8745,-122.3079,98026 98087
Kendall,Washington,Whatcom,48.9168,-122.1383,98244 98266
Seabeck,Washington,Kitsap,47.6437,-122.8219,98380
Startup,Washington,Snohomish,47.8671,-121.7495,98294 98293
Steilacoom,Washington,Pierce,47.1699,-122.5935,98388
Lamont,Washington,Whitman,47.2007,-117.9049,99017
Bay View,Washington,Skagit,48.486999999999995,-122.4628,98273
Valley,Washington,Stevens,48.173,-117.7244,99181
North Marysville,Washington,Snohomish,48.1111,-122.1459,98223 98271
Brady,Washington,Grays Harbor,47.0064,-123.5321,98563
May Creek,Washington,Snohomish,47.8555,-121.6743,98251
Clear Lake,Washington,Skagit,48.4561,-122.2378,98235 98284 98273
Keller,Washington,Ferry,48.0852,-118.7164,99140
Redmond,Washington,King,47.6762,-122.1169,98052 98073
Ilwaco,Washington,Pacific,46.3108,-124.0422,98624
Mountlake Terrace,Washington,Snohomish,47.7921,-122.3076,98043
Parker,Washington,Yakima,46.5022,-120.4668,98939 98951
Soap Lake,Washington,Grant,47.3914,-119.4892,98851
Grand Mound,Washington,Thurston,46.8053,-123.0119,98579 98531
Manchester,Washington,Kitsap,47.5519,-122.5517,98366
Prairie Heights,Washington,Pierce,47.1529,-122.1048,98321
Verlot,Washington,Snohomish,48.1002,-121.7679,98252
North Omak,Washington,Okanogan,48.443999999999996,-119.4459,98841
Naches,Washington,Yakima,46.7274,-120.6945,98937
Summitview,Washington,Yakima,46.598,-120.6514,98908
Clover Creek,Washington,Pierce,47.1404,-122.3827,98445 98446
Prosser,Washington,Benton,46.2066,-119.7662,99350
Naselle,Washington,Pacific,46.365,-123.8013,98638
Rock Island,Washington,Douglas,47.3743,-120.1382,98850
Goldendale,Washington,Klickitat,45.8192,-120.8233,98620
Maltby,Washington,Snohomish,47.8027,-122.1044,98021 98296 98072 98077
Oak Harbor,Washington,Island,48.2965,-122.6331,98277
Tanglewilde,Washington,Thurston,47.0512,-122.781,98503 98516
Endicott,Washington,Whitman,46.9282,-117.6867,99125
Mill Creek East,Washington,Snohomish,47.8361,-122.1877,98012
Maple Heights-Lake Desire,Washington,King,47.4441,-122.0973,98058
Midland,Washington,Pierce,47.1734,-122.412,98404 98445
Kingston,Washington,Kitsap,47.8014,-122.4989,98346
Esperance,Washington,Snohomish,47.7937,-122.3469,98026
Grays River,Washington,Wahkiakum,46.3608,-123.589,98621
Sultan,Washington,Snohomish,47.8708,-121.8044,98294
La Grande,Washington,Pierce,46.8199,-122.2962,98328
Ritzville,Washington,Adams,47.1254,-118.3808,99169
Malott,Washington,Okanogan,48.2919,-119.6954,98840 98829
Coulee City,Washington,Grant,47.611999999999995,-119.2892,99115
Raymond,Washington,Pacific,46.6838,-123.738,98577
Wollochet,Washington,Pierce,47.2828,-122.5769,98335
Quincy,Washington,Grant,47.2347,-119.8522,98848
Walla Walla East,Washington,Walla Walla,46.0517,-118.3024,99362
Hamilton,Washington,Skagit,48.5282,-121.9834,98255 98284
Woodinville,Washington,King,47.7569,-122.1477,98072
Bay Center,Washington,Pacific,46.6211,-123.9533,98527
Port Townsend,Washington,Jefferson,48.122,-122.7872,98368
Riverside,Washington,Okanogan,48.5047,-119.5102,98849
Woodway,Washington,Snohomish,47.7903,-122.3851,98020
Qui-nai-elt Village,Washington,Grays Harbor,47.2502,-124.1903,98587
Stevenson,Washington,Skamania,45.6944,-121.8932,98648
Ocean Park,Washington,Pacific,46.4961,-124.0443,98640 98637
Port Angeles,Washington,Clallam,48.1142,-123.4565,98363 98362
Bonney Lake,Washington,Pierce,47.1789,-122.1698,98391
Oroville,Washington,Okanogan,48.942,-119.4304,98844
Garrett,Washington,Walla Walla,46.0633,-118.3876,99362
Otis Orchards-East Farms,Washington,Spokane,47.703,-117.0854,99025 99027
Warm Beach,Washington,Snohomish,48.1649,-122.3442,98292
Twin Lakes,Washington,Ferry,48.2622,-118.359,99138
Conway,Washington,Skagit,48.3357,-122.3444,98238
College Place,Washington,Walla Walla,46.0418,-118.3879,99324 99362
Eastmont,Washington,Snohomish,47.8968,-122.1817,98208
Maple Falls,Washington,Whatcom,48.9135,-122.1048,98244
Ephrata,Washington,Grant,47.3119,-119.5344,98823
Buena,Washington,Yakima,46.4299,-120.3176,98921 98953
Tumwater,Washington,Thurston,46.989,-122.9173,98501 98512
Desert Aire,Washington,Grant,46.6873,-119.9311,99349
Lake Holm,Washington,King,47.2986,-122.1335,98092
Mukilteo,Washington,Snohomish,47.9094,-122.3035,98275
Twisp,Washington,Okanogan,48.3618,-120.1169,98856
Lake Shore,Washington,Clark,45.6911,-122.6911,98665 98685
Keyport,Washington,Kitsap,47.6993,-122.6232,98345
Lake Stevens,Washington,Snohomish,48.0029,-122.096,98258 98205
Starbuck,Washington,Columbia,46.5182,-118.1245,99359
Harrah,Washington,Yakima,46.4071,-120.5422,98933
Hansville,Washington,Kitsap,47.8978,-122.5579,98340 98346
Carlsborg,Washington,Clallam,48.0842,-123.1697,98382
Yelm,Washington,Thurston,46.9398,-122.6261,98576 98597
Fenwick Island,Delaware,Sussex,38.4603,-75.0542,19944
Delmar,Delaware,Sussex,38.4651,-75.5552,19940
Ardencroft,Delaware,New Castle,39.8056,-75.4862,19810
Farmington,Delaware,Kent,38.8699,-75.579,19950
Felton,Delaware,Kent,39.0127,-75.5764,19943
Hartly,Delaware,Kent,39.1683,-75.7125,19953
Pike Creek,Delaware,New Castle,39.7485,-75.6953,19808 19707 19711
Millville,Delaware,Sussex,38.5353,-75.1287,19970 19945 19967
Highland Acres,Delaware,Kent,39.1162,-75.5216,19901
Rising Sun-Lebanon,Delaware,Kent,39.0999,-75.5048,19934 19962 19901
Little Creek,Delaware,Kent,39.1661,-75.4481,19901
Magnolia,Delaware,Kent,39.0714,-75.476,19962
Greenville,Delaware,New Castle,39.7783,-75.6049,19807
Elsmere,Delaware,New Castle,39.7385,-75.5946,19804 19805
Harrington,Delaware,Kent,38.9244,-75.5707,19952
Seaford,Delaware,Sussex,38.6539,-75.6117,19973
Dover Base Housing,Delaware,Kent,39.1179,-75.4839,19901
Dagsboro,Delaware,Sussex,38.5466,-75.2467,19939
Milford,Delaware,Sussex,38.9091,-75.4224,19963
Bridgeville,Delaware,Sussex,38.7247,-75.6027,19933
Bellefonte,Delaware,New Castle,39.7669,-75.4982,19809
Smyrna,Delaware,Kent,39.2922,-75.6076,19977
Wilmington Manor,Delaware,New Castle,39.6858,-75.5849,19720
New Castle,Delaware,New Castle,39.6685,-75.5692,19720 19721
Bowers,Delaware,Kent,39.0602,-75.4021,19946
Bethel,Delaware,Sussex,38.5706,-75.6194,19931
Selbyville,Delaware,Sussex,38.4627,-75.2083,19975
Houston,Delaware,Kent,38.9174,-75.5039,19954
Woodside East,Delaware,Kent,39.0676,-75.5376,19943 19962
Viola,Delaware,Kent,39.0429,-75.5714,19979
Dewey Beach,Delaware,Sussex,38.6958,-75.0749,19971
Newport,Delaware,New Castle,39.7136,-75.6052,19804
Bethany Beach,Delaware,Sussex,38.5391,-75.066,19930
Edgemoor,Delaware,New Castle,39.7551,-75.507,19809 19802
Townsend,Delaware,New Castle,39.3968,-75.6945,19734
Georgetown,Delaware,Sussex,38.6899,-75.3872,19947
Kenton,Delaware,Kent,39.2272,-75.6646,19938 19955
Greenwood,Delaware,Sussex,38.8069,-75.5907,19950
North Star,Delaware,New Castle,39.755,-75.7331,19711
Slaughter Beach,Delaware,Sussex,38.9143,-75.3085,19963
Middletown,Delaware,New Castle,39.4453,-75.7166,19709
Blades,Delaware,Sussex,38.6353,-75.6024,19973
Frederica,Delaware,Kent,39.008,-75.4667,19946
Rehoboth Beach,Delaware,Sussex,38.7168,-75.0843,19971
Milton,Delaware,Sussex,38.7751,-75.3104,19968
Woodside,Delaware,Kent,39.0712,-75.5667,19943 19904 19980
Bear,Delaware,New Castle,39.6188,-75.6804,19701 19702
Wilmington,Delaware,New Castle,39.7415,-75.5413,19809 19802 19801 19806 19805 19850 19880 19884 19885 19886 19890 19893 19894 19895 19896 19898 19899
Pike Creek Valley,Delaware,New Castle,39.7296,-75.6993,19808 19711
Rodney Village,Delaware,Kent,39.1284,-75.5395,19904
Henlopen Acres,Delaware,Sussex,38.7257,-75.0849,19971
Frankford,Delaware,Sussex,38.5215,-75.2342,19945
Millsboro,Delaware,Sussex,38.5865,-75.3019,19966
Glasgow,Delaware,New Castle,39.6015,-75.7474,19701 19702
Clayton,Delaware,Kent,39.2846,-75.6364,19977 19938
Cheswold,Delaware,Kent,39.2189,-75.5883,19936 19901 19904
Odessa,Delaware,New Castle,39.4562,-75.6605,19709 19730
Kent Acres,Delaware,Kent,39.1325,-75.516,19901
St. Georges,Delaware,New Castle,39.5576,-75.6533,19720 19701 19709 19733
Ardentown,Delaware,New Castle,39.8081,-75.4807,19810 19703
Arden,Delaware,New Castle,39.8113,-75.4886,19810
Ellendale,Delaware,Sussex,38.8103,-75.425,19941
Lewes,Delaware,Sussex,38.7781,-75.1454,19958
Laurel,Delaware,Sussex,38.5696,-75.5688,19956
Brookside,Delaware,New Castle,39.6666,-75.7153,19713 19718
Wyoming,Delaware,Kent,39.1147,-75.5631,19934
Claymont,Delaware,New Castle,39.8032,-75.4606,19703
Newark,Delaware,New Castle,39.6776,-75.7573,19713 19711 19717 19716 19725 19726
Long Neck,Delaware,Sussex,38.62,-75.1511,19966
Camden,Delaware,Kent,39.0992,-75.557,19934 19904
Leipsic,Delaware,Kent,39.243,-75.5155,19977 19901
Delaware City,Delaware,New Castle,39.5743,-75.5939,19706
Ocean View,Delaware,Sussex,38.5357,-75.0991,19970
South Bethany,Delaware,Sussex,38.5161,-75.0591,19930
Hockessin,Delaware,New Castle,39.7837,-75.6815,19707 19736
Riverview,Delaware,Kent,39.0293,-75.5202,19946 19943
Dover,Delaware,Kent,39.161,-75.5203,19902 19901 19904 19905 19906
Washington,District of Columbia,District of Columbia,38.9047,-77.0163,20010 20011 20012 20015 20228 20520 20307 20418 20319 20024 20510 20593 20020 20427 20540 20240 20245 20204 20202 20390 20006 20005 20004 20003 20002 20009 20008 20535 20317 20405 20057 20052 20053 20017 20018 20565 20566 20560 20260 20064 20551 20553 20019 20230 20373 20007 20032 20036 20037 20506 20001 20045 20016 20013 20022 20026 20027 20029 20030 20033 20035 20038 20039 20040 20042 20043 20044 20047 20049 20050 20055 20056 20059 20060 20061 20062 20063 20065 20066 20067 20068 20071 20073 20074 20075 20076 20077 20078 20080 20081 20082 20090 20091 20201 20203 20207 20208 20210 20211 20212 20213 20214 20215 20216 20217 20218 20219 20220 20221 20222 20223 20224 20226 20227 20229 20232 20233 20235 20237 20238 20239 20241 20242 20244 20250 20251 20252 20254 20261 20262 20265 20266 20268 20270 20277 20289 20299 20301 20303 20306 20310 20314 20318 20330 20340 20350 20355 20370 20372 20374 20375 20376 20380 20388 20389 20391 20392 20393 20394 20395 20398 20401 20402 20403 20404 20407 20408 20410 20411 20412 20413 20414 20415 20416 20417 20419 20420 20421 20422 20423 20424 20425 20426 20428 20429 20431 20433 20434 20435 20436 20437 20439 20440 20441 20442 20444 20447 20451 20453 20456 20460 20463 20468 20469 20470 20472 20500 20501 20502 20503 20504 20505 20507 20508 20509 20511 20515 20521 20522 20523 20524 20525 20526 20527 20528 20529 20530 20531 20533 20534 20536 20537 20538 20539 20541 20542 20543 20544 20546 20547 20548 20549 20552 20554 20555 20557 20559 20570 20571 20572 20573 20575 20576 20577 20578 20579 20580 20581 20585 20586 20588 20590 20591 20594 20597 20598 20599 56901 56902 56904 56908 56915 56920 56933 56935 56944 56945 56950 56965 56967 56972 56998 56999
Stone Lake,Wisconsin,Washburn,45.8445,-91.5502,54876
Nelson,Wisconsin,Buffalo,44.4214,-92.0044,54756
Fennimore,Wisconsin,Grant,42.9793,-90.6491,53809
Chenequa,Wisconsin,Waukesha,43.1229,-88.3838,53058 53029
Helenville,Wisconsin,Jefferson,43.0165,-88.6999,53137
Tichigan,Wisconsin,Racine,42.8088,-88.215,53185
Kekoskee,Wisconsin,Dodge,43.5271,-88.5615,53050
Wonewoc,Wisconsin,Juneau,43.6531,-90.2239,53968
St. Peter,Wisconsin,Fond du Lac,43.8377,-88.3465,53049 54937
Black River Falls,Wisconsin,Jackson,44.2981,-90.8419,54615
Shiocton,Wisconsin,Outagamie,44.4449,-88.5768,54170
Three Lakes,Wisconsin,Oneida,45.8047,-89.1708,54562
Waldo,Wisconsin,Sheboygan,43.6766,-87.9478,53093
North Prairie,Wisconsin,Waukesha,42.9357,-88.4038,53153
Mattoon,Wisconsin,Shawano,45.0046,-89.0411,54450
Almond,Wisconsin,Portage,44.2607,-89.4087,54909
New Auburn,Wisconsin,Chippewa,45.1988,-91.5666,54757
Hustisford,Wisconsin,Dodge,43.3442,-88.6033,53034
Little Chute,Wisconsin,Outagamie,44.2895,-88.3199,54140 54130 54913 54911
Birnamwood,Wisconsin,Shawano,44.9319,-89.2094,54414
Lodi,Wisconsin,Columbia,43.3154,-89.5367,53555
Whitehall,Wisconsin,Trempealeau,44.3705,-91.3476,54773 54747
West Baraboo,Wisconsin,Sauk,43.4814,-89.7719,53913
Lomira,Wisconsin,Dodge,43.5945,-88.4421,53048
Brownsville,Wisconsin,Dodge,43.6145,-88.4952,53006
Bloomer,Wisconsin,Chippewa,45.103,-91.4913,54724
Wabeno,Wisconsin,Forest,45.4394,-88.6581,54566
Whitewater,Wisconsin,Walworth,42.8372,-88.734,53190
Reedsville,Wisconsin,Manitowoc,44.1525,-87.9517,54230
Amherst,Wisconsin,Portage,44.4475,-89.2832,54406
Monona,Wisconsin,Dane,43.053999999999995,-89.3334,53716 53713
River Falls,Wisconsin,Pierce,44.8608,-92.6244,54022
Delavan,Wisconsin,Walworth,42.6281,-88.6324,53115
Greendale,Wisconsin,Milwaukee,42.937,-88.0018,53129
Couderay,Wisconsin,Sawyer,45.7976,-91.3005,54828
Berlin,Wisconsin,Green Lake,43.9704,-88.9505,54923
Grantsburg,Wisconsin,Burnett,45.7813,-92.6836,54840
Burnett,Wisconsin,Dodge,43.5065,-88.7085,53922
Lakewood,Wisconsin,Oconto,45.3006,-88.5146,54138
Wausau,Wisconsin,Marathon,44.9615,-89.6457,54401 54403
Livingston,Wisconsin,Grant,42.9001,-90.4337,53554
Hillsboro,Wisconsin,Vernon,43.6559,-90.3365,54634
Exeland,Wisconsin,Sawyer,45.6669,-91.2425,54835
Whitelaw,Wisconsin,Manitowoc,44.1452,-87.8281,54247
East Troy,Wisconsin,Walworth,42.7848,-88.3973,53120
Oconto,Wisconsin,Oconto,44.8918,-87.8692,54153
Elkhorn,Wisconsin,Walworth,42.6711,-88.5377,53121
Nashotah,Wisconsin,Waukesha,43.0938,-88.4037,53058
Rewey,Wisconsin,Iowa,42.8419,-90.3961,53580
Ferryville,Wisconsin,Crawford,43.3516,-91.0935,54628
Neillsville,Wisconsin,Clark,44.5605,-90.5905,54456
Sun Prairie,Wisconsin,Dane,43.1827,-89.2357,53590 53596
Wilton,Wisconsin,Monroe,43.8132,-90.5268,54670
Eleva,Wisconsin,Trempealeau,44.5763,-91.4705,54738
Menomonie,Wisconsin,Dunn,44.8893,-91.9084,54751
Wales,Wisconsin,Waukesha,43.0042,-88.3739,53183
Manitowoc,Wisconsin,Manitowoc,44.0991,-87.6811,54220
Ashippun,Wisconsin,Dodge,43.2182,-88.5159,53066 53036 53003
New Lisbon,Wisconsin,Juneau,43.8781,-90.1625,53950
New Odanah,Wisconsin,Ashland,46.5986,-90.6618,54806 54861
Sauk City,Wisconsin,Sauk,43.2721,-89.7307,53583
Pulcifer,Wisconsin,Shawano,44.8476,-88.3592,54111 54124
New Berlin,Wisconsin,Waukesha,42.9726,-88.1291,53146 53151
Milladore,Wisconsin,Wood,44.6057,-89.8549,54454
Mason,Wisconsin,Bayfield,46.4354,-91.06,54856
Oconomowoc Lake,Wisconsin,Waukesha,43.0975,-88.4521,53066
Independence,Wisconsin,Trempealeau,44.3328,-91.4172,54747 54612
Maribel,Wisconsin,Manitowoc,44.2775,-87.8025,54227
Oak Creek,Wisconsin,Milwaukee,42.8803,-87.9009,53154
